【物资类】中国电建水电七局杨房沟总承包项目部冷却水管（HDPE）采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18056888
【物资类】中国电建水电七局贸易公司宜宾市长江工业园区安置房工程商品混凝土采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18056885
【物资类】中国电建水电七局贸易公司宜宾市长江工业园区安置房工程钢筋采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18056877
【设备类】中国电建电建海投公司输电线路张力架线设备采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18056226
【物资类】中国电建水电七局一分局浙江瑞安万松东路延伸二期工程塘渣/包件3采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18055970
【物资类】中国电建水电七局一分局浙江瑞安万松东路延伸二期工程塘渣/包件1采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18055960
【物资类】中国电建水电七局一分局浙江瑞安万松东路延伸二期工程塘渣/包件2采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18055966
【物资类】中国电建水电十一局安装分局金属结构厂钢材采购项目竞标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18055712
【物资类】中国电建水电八局机电公司岳阳厂陕西旬阳蜗壳钢板制作采购项目竞标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18054408
【物资类】中国电建电建建筑公司二公司成都洺悦锦园商品混凝土采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18054336
【物资类】中国电建水电五局一分局红河州建（个）元高速公路工程第12标段无纺土工布采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18054300
【物资类】中国电建水电五局一分局红河州建（个）元高速公路工程第12标段防水材料采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18054209
【物资类】中国电建水电十一局轨道交通分局郑州5号线停车场及车辆段01标空调机组采购项目竞标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18054187
【物资类】中国电建水电八局工程设备公司新疆项目部润滑脂采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18054123
【物资类】中国电建水电八局工程设备公司新疆项目部轨道配件采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18054118
【物资类】中国电建水电五局一分局云南红河州建（个）元高速公路工程砂石骨料采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18053885
【服务类】中国电建地产公司地产集团总部电建地产2018年舆情监控招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18053134
【物资类】中国电建水电十一局第二分局深圳观澜河牛咀水综合整治工程商品混凝土采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18052876
【物资类】中国电建水电十一局第二分局深圳观澜河牛咀水综合整治工程钢筋采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18052879
【设备类】中国电建西北院建设公司商南县莲花台水电站项目未完工程EPC总承包项目工业电视系统采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18052748
【设备类】中国电建西北院建设公司商南县莲花台水电站项目未完工程EPC总承包项目通信系统采购项目招标公告,http://bid.powerchina.cn/announcement/getAnnouncementDetails.html?id=18052743
